PolicyID,CustomerID,AgentID,InsuranceType,StartDate,EndDate,PremiumAmount,PaymentFrequency,CoverageAmount,PolicyStatus,DeductibleAmount,RiskLevel,UnderwritingScore,AutoRenewal,YearMonth
POL001453,CUS008845,AGT0070,Health,27-10-2023,26-10-2024,3602.22,Monthly,30000,Active,423.19,Low,666,TRUE,2023-10
POL001454,CUS001460,AGT0114,Life,13-01-2021,13-01-2022,16.82,Monthly,840000,Active,12472.55,Medium,449,TRUE,2021-01
POL001455,CUS007928,AGT0045,Auto,26-06-2020,26-06-2021,394.56,Monthly,134000,Active,2921.31,Medium,346,TRUE,2020-06
POL001456,CUS008630,AGT0085,Auto,30-03-2024,30-03-2025,1710.78,Monthly,285000,Active,10258.8,Medium,566,TRUE,2024-03
POL001457,CUS001531,AGT0024,Travel,26-04-2024,26-04-2025,33.34,Quarterly,29000,Expired,1217.83,Low,559,TRUE,2024-04
POL001458,CUS004631,AGT0077,Travel,19-02-2020,18-02-2021,565.92,Monthly,26000,Active,650.83,Low,781,FALSE,2020-02
POL001459,CUS008272,AGT0170,Auto,24-12-2022,24-12-2023,234.47,Monthly,207000,Active,8985.05,Medium,630,TRUE,2022-12
POL001460,CUS004999,AGT0133,Life,12-02-2024,11-02-2025,935.9,Quarterly,1298000,Active,54146.24,Medium,777,TRUE,2024-02
POL001461,CUS002187,AGT0088,Home,11-07-2020,11-07-2021,1719.8,Monthly,524000,Active,23491.53,Low,535,TRUE,2020-07
POL001462,CUS008955,AGT0120,Health,30-10-2021,30-10-2022,2046.98,Annual,34000,Active,1588.75,Medium,423,TRUE,2021-10
POL001463,CUS006564,AGT0085,Life,22-07-2021,22-07-2022,185.61,Quarterly,654000,Active,13057.78,Medium,784,TRUE,2021-07
POL001464,CUS008751,AGT0016,Health,14-05-2022,14-05-2023,3097.61,Monthly,26000,Active,664.22,High,567,FALSE,2022-05
POL001465,CUS004688,AGT0188,Travel,26-01-2023,26-01-2024,26.06,Annual,7000,Active,204.81,Medium,402,TRUE,2023-01
POL001466,CUS003614,AGT0084,Travel,17-11-2024,17-11-2025,159.49,Monthly,45000,Active,1564.65,High,673,TRUE,2024-11
POL001467,CUS001128,AGT0043,Travel,16-01-2021,16-01-2022,93.82,Monthly,48000,Expired,1505.01,Low,537,TRUE,2021-01
POL001468,CUS007162,AGT0071,Life,09-01-2023,09-01-2024,356.73,Monthly,1367000,Active,40080.91,Medium,709,TRUE,2023-01
POL001469,CUS008377,AGT0088,Life,25-06-2022,25-06-2023,369.31,Monthly,63000,Active,797.43,Low,766,TRUE,2022-06
POL001470,CUS002778,AGT0038,Travel,22-01-2021,22-01-2022,668.67,Monthly,47000,Active,912.5,Low,368,TRUE,2021-01
POL001471,CUS004036,AGT0034,Home,22-11-2024,22-11-2025,1169.41,Annual,179000,Active,6978.45,Low,617,TRUE,2024-11
POL001472,CUS005691,AGT0086,Life,19-09-2020,19-09-2021,1279.57,Monthly,348000,Active,12859.33,Medium,767,FALSE,2020-09
POL001473,CUS002225,AGT0144,Life,14-12-2024,14-12-2025,981.08,Monthly,1333000,Active,52651,Low,448,FALSE,2024-12
POL001474,CUS002102,AGT0132,Auto,20-10-2021,20-10-2022,1037.52,Quarterly,106000,Active,4599.65,Medium,634,FALSE,2021-10
POL001475,CUS002676,AGT0165,Home,04-12-2021,04-12-2022,2533.47,Monthly,943000,Active,11663.04,Low,701,TRUE,2021-12
POL001476,CUS004609,AGT0099,Auto,01-03-2023,29-02-2024,3129.24,Monthly,278000,Active,4401.59,Low,402,FALSE,2023-03
POL001477,CUS002644,AGT0168,Life,08-03-2020,08-03-2021,374.5,Annual,541000,Active,20340.94,Low,663,TRUE,2020-03
POL001478,CUS002007,AGT0048,Auto,20-09-2024,20-09-2025,980.1,Monthly,190000,Active,8115.69,Medium,516,FALSE,2024-09
POL001479,CUS002715,AGT0169,Travel,07-02-2022,07-02-2023,110.61,Monthly,9000,Expired,293.59,Low,734,TRUE,2022-02
POL001480,CUS007488,AGT0180,Health,25-02-2022,25-02-2023,5616.57,Quarterly,94000,Active,959.85,Low,399,TRUE,2022-02
POL001481,CUS008007,AGT0045,Home,15-08-2020,15-08-2021,2573.71,Annual,932000,Active,32594.87,High,603,TRUE,2020-08
POL001482,CUS000945,AGT0179,Health,21-02-2021,21-02-2022,5271.47,Monthly,18000,Active,281.94,Low,303,FALSE,2021-02
POL001483,CUS004631,AGT0100,Health,28-05-2021,28-05-2022,9432.08,Quarterly,89000,Expired,3529.38,Medium,366,FALSE,2021-05
POL001484,CUS003610,AGT0029,Auto,18-07-2021,18-07-2022,164.35,Quarterly,48000,Active,1188.79,Medium,551,FALSE,2021-07
POL001485,CUS009012,AGT0142,Travel,11-11-2021,11-11-2022,761.88,Quarterly,8000,Active,397.6,Medium,606,TRUE,2021-11
POL001486,CUS008585,AGT0074,Travel,15-06-2021,15-06-2022,442.92,Quarterly,6000,Active,151.2,Low,334,FALSE,2021-06
POL001487,CUS000474,AGT0091,Home,27-09-2022,27-09-2023,2170.5,Quarterly,106000,Active,1385.69,Low,337,FALSE,2022-09
POL001488,CUS001107,AGT0126,Home,27-12-2024,27-12-2025,2609.01,Monthly,316000,Active,8023.67,Medium,840,TRUE,2024-12
POL001489,CUS001245,AGT0159,Health,30-03-2020,30-03-2021,1607.84,Monthly,66000,Canceled,1254.96,Medium,726,TRUE,2020-03
POL001490,CUS001226,AGT0072,Life,11-09-2021,11-09-2022,203.25,Quarterly,901000,Canceled,39537.11,Medium,705,FALSE,2021-09
POL001491,CUS002605,AGT0139,Home,23-04-2021,23-04-2022,1396.73,Monthly,730000,Canceled,27471.73,Low,682,FALSE,2021-04
POL001492,CUS002968,AGT0136,Life,23-06-2020,23-06-2021,629.15,Annual,190000,Active,5285.27,Low,361,TRUE,2020-06
POL001493,CUS006010,AGT0054,Auto,29-09-2023,28-09-2024,700.7,Monthly,157000,Active,2962.69,Medium,501,TRUE,2023-09
POL001494,CUS009572,AGT0191,Home,12-09-2021,12-09-2022,685.95,Monthly,436000,Expired,17368.54,High,782,TRUE,2021-09
POL001495,CUS001632,AGT0070,Auto,10-10-2020,10-10-2021,945.68,Monthly,186000,Active,1888.2,High,429,TRUE,2020-10
POL001496,CUS009294,AGT0121,Home,07-04-2021,07-04-2022,1302.92,Quarterly,678000,Active,30935.46,High,627,TRUE,2021-04
POL001497,CUS002752,AGT0120,Home,17-06-2021,17-06-2022,688.61,Quarterly,543000,Canceled,20803.82,High,819,TRUE,2021-06
POL001498,CUS009046,AGT0020,Travel,28-03-2023,27-03-2024,321.1,Monthly,9000,Active,305.8,High,805,TRUE,2023-03
POL001499,CUS009494,AGT0021,Home,16-11-2020,16-11-2021,541.88,Monthly,264000,Active,12190.43,Medium,606,FALSE,2020-11
POL001500,CUS004930,AGT0024,Travel,12-08-2022,12-08-2023,343.07,Monthly,8000,Expired,219.97,High,302,FALSE,2022-08
POL001501,CUS006313,AGT0178,Auto,19-11-2024,19-11-2025,859.12,Quarterly,132000,Canceled,5994.39,Low,537,TRUE,2024-11
POL001502,CUS003859,AGT0160,Auto,18-03-2020,18-03-2021,3743.05,Quarterly,292000,Active,7100.37,Medium,415,TRUE,2020-03
POL001503,CUS009842,AGT0168,Auto,23-03-2021,23-03-2022,189.38,Quarterly,266000,Active,12010.46,Medium,567,TRUE,2021-03
POL001504,CUS002144,AGT0135,Home,09-11-2024,09-11-2025,546.38,Monthly,908000,Canceled,25813.68,Medium,326,TRUE,2024-11
POL001505,CUS005840,AGT0150,Auto,02-05-2023,01-05-2024,834.19,Monthly,95000,Active,3622.5,Medium,776,TRUE,2023-05
POL001506,CUS007720,AGT0065,Auto,27-02-2024,26-02-2025,1810.06,Quarterly,73000,Active,2494.42,Medium,601,TRUE,2024-02
POL001507,CUS006790,AGT0109,Home,19-04-2020,19-04-2021,484.24,Annual,766000,Active,21633.46,Medium,767,TRUE,2020-04
POL001508,CUS002206,AGT0175,Travel,24-11-2022,24-11-2023,375.63,Monthly,43000,Active,1428.23,Medium,663,TRUE,2022-11
POL001509,CUS005669,AGT0192,Travel,23-10-2022,23-10-2023,230.63,Monthly,34000,Expired,619.63,Medium,744,FALSE,2022-10
POL001510,CUS005047,AGT0136,Home,13-02-2021,13-02-2022,439.6,Monthly,872000,Active,34535.4,Medium,824,FALSE,2021-02
POL001511,CUS002039,AGT0121,Life,02-02-2021,02-02-2022,133.81,Monthly,759000,Active,8853.58,Low,307,TRUE,2021-02
POL001512,CUS004094,AGT0050,Home,04-12-2021,04-12-2022,3729.59,Monthly,445000,Active,13137.94,Low,556,TRUE,2021-12
POL001513,CUS003779,AGT0107,Life,08-06-2022,08-06-2023,1309.85,Monthly,347000,Canceled,11629.28,Medium,701,FALSE,2022-06
POL001514,CUS009553,AGT0062,Life,10-04-2022,10-04-2023,189.53,Monthly,1683000,Active,61804.34,Low,495,TRUE,2022-04
POL001515,CUS009488,AGT0116,Travel,27-08-2022,27-08-2023,433.64,Monthly,33000,Active,521.44,Low,308,TRUE,2022-08
POL001516,CUS002252,AGT0132,Auto,29-12-2022,29-12-2023,626.05,Monthly,343000,Active,3929.75,Medium,687,TRUE,2022-12
POL001517,CUS004367,AGT0139,Home,10-08-2023,09-08-2024,839.26,Quarterly,339000,Active,9281.93,Medium,766,TRUE,2023-08
POL001518,CUS001464,AGT0153,Home,23-07-2023,22-07-2024,1803.06,Monthly,751000,Expired,22844.09,High,541,TRUE,2023-07
POL001519,CUS004236,AGT0081,Auto,12-08-2023,11-08-2024,257.87,Annual,113000,Active,4747.41,Medium,301,FALSE,2023-08
POL001520,CUS000623,AGT0049,Travel,18-09-2024,18-09-2025,233.72,Monthly,8000,Active,81.11,Medium,807,TRUE,2024-09
POL001521,CUS005458,AGT0179,Travel,03-02-2024,02-02-2025,274.27,Monthly,6000,Active,74.5,Medium,320,TRUE,2024-02
POL001522,CUS000844,AGT0158,Health,30-03-2022,30-03-2023,5723.9,Monthly,35000,Expired,1318.21,High,609,FALSE,2022-03
POL001523,CUS009792,AGT0133,Health,16-01-2024,15-01-2025,1633.95,Quarterly,10000,Active,174.71,Medium,804,TRUE,2024-01
POL001524,CUS005078,AGT0030,Home,16-12-2024,16-12-2025,1007.89,Monthly,559000,Active,25696.58,Low,487,TRUE,2024-12
POL001525,CUS006861,AGT0091,Life,15-11-2020,15-11-2021,636.65,Annual,62000,Active,2824.35,Low,340,TRUE,2020-11
POL001526,CUS001395,AGT0127,Home,30-03-2024,30-03-2025,2679.33,Monthly,975000,Canceled,14372.26,Medium,303,TRUE,2024-03
POL001527,CUS005720,AGT0047,Home,02-07-2021,02-07-2022,1090.48,Quarterly,971000,Active,41341.29,Medium,521,TRUE,2021-07
POL001528,CUS007082,AGT0168,Travel,09-12-2023,08-12-2024,7.97,Annual,10000,Expired,402.71,Low,698,TRUE,2023-12
POL001529,CUS003025,AGT0110,Travel,26-08-2024,26-08-2025,82.23,Monthly,48000,Active,1601.04,High,688,TRUE,2024-08
POL001530,CUS005938,AGT0016,Home,28-09-2024,28-09-2025,164.9,Quarterly,720000,Active,32415.2,Low,840,FALSE,2024-09
POL001531,CUS007377,AGT0079,Home,15-07-2022,15-07-2023,1818.79,Annual,453000,Expired,20942.3,Medium,367,FALSE,2022-07
POL001532,CUS006284,AGT0140,Life,21-04-2022,21-04-2023,1284.38,Annual,336000,Expired,5209.82,Medium,429,TRUE,2022-04
POL001533,CUS004915,AGT0162,Auto,17-05-2024,17-05-2025,1172.29,Quarterly,301000,Active,7771.9,Low,838,TRUE,2024-05
POL001534,CUS005185,AGT0183,Travel,22-06-2024,22-06-2025,55.12,Quarterly,20000,Active,757.25,Medium,771,FALSE,2024-06
POL001535,CUS001687,AGT0142,Home,05-08-2024,05-08-2025,1193.75,Monthly,821000,Active,30098.73,Low,394,TRUE,2024-08
POL001536,CUS003021,AGT0174,Travel,24-10-2022,24-10-2023,249.81,Quarterly,5000,Active,163.75,Low,401,TRUE,2022-10
POL001537,CUS001255,AGT0083,Health,03-01-2022,03-01-2023,2399.59,Annual,17000,Active,727.83,Low,792,TRUE,2022-01
POL001538,CUS000786,AGT0118,Travel,12-04-2022,12-04-2023,203.28,Monthly,11000,Active,391.8,Low,846,FALSE,2022-04
POL001539,CUS004932,AGT0196,Auto,25-01-2024,24-01-2025,81.23,Quarterly,154000,Active,3972.33,Medium,468,TRUE,2024-01
POL001540,CUS003819,AGT0159,Health,30-03-2020,30-03-2021,3401.39,Monthly,59000,Canceled,656.11,Low,629,FALSE,2020-03
POL001541,CUS004288,AGT0073,Home,14-01-2022,14-01-2023,3380.74,Monthly,753000,Active,28837.83,High,501,TRUE,2022-01
POL001542,CUS009584,AGT0119,Life,12-01-2020,11-01-2021,343.77,Quarterly,1023000,Active,50717.97,Medium,441,TRUE,2020-01
POL001543,CUS004205,AGT0005,Life,10-12-2021,10-12-2022,189.1,Quarterly,920000,Active,30230.48,Medium,579,TRUE,2021-12
POL001544,CUS000972,AGT0057,Auto,21-02-2024,20-02-2025,1696.22,Monthly,365000,Active,4589.92,Low,809,TRUE,2024-02
POL001545,CUS002491,AGT0103,Travel,14-05-2020,14-05-2021,180.94,Annual,17000,Active,540.01,Medium,439,TRUE,2020-05
POL001546,CUS009632,AGT0013,Home,24-01-2023,24-01-2024,4540.11,Monthly,490000,Expired,19664.83,Low,335,TRUE,2023-01
POL001547,CUS007494,AGT0161,Travel,25-12-2024,25-12-2025,147.3,Quarterly,46000,Active,2233.78,Medium,625,TRUE,2024-12
POL001548,CUS009645,AGT0083,Auto,01-09-2020,01-09-2021,643.59,Quarterly,34000,Active,944.1,High,665,TRUE,2020-09
POL001549,CUS008393,AGT0147,Travel,31-08-2021,31-08-2022,243.21,Monthly,45000,Active,1710.09,Medium,510,TRUE,2021-08
POL001550,CUS006458,AGT0184,Travel,20-08-2020,20-08-2021,114.07,Quarterly,32000,Active,575.75,Medium,807,FALSE,2020-08
POL001551,CUS006876,AGT0074,Home,07-08-2024,07-08-2025,760.68,Monthly,636000,Canceled,22341.57,High,459,TRUE,2024-08
POL001552,CUS008636,AGT0100,Home,10-02-2021,10-02-2022,2426.16,Quarterly,266000,Active,2856.41,Medium,411,TRUE,2021-02
POL001553,CUS001440,AGT0042,Health,09-11-2021,09-11-2022,3238.52,Monthly,91000,Canceled,1955.44,Low,614,TRUE,2021-11
POL001554,CUS007290,AGT0197,Health,22-12-2020,22-12-2021,1620.6,Annual,43000,Active,605.42,Medium,405,TRUE,2020-12
POL001555,CUS004106,AGT0151,Travel,25-04-2023,24-04-2024,133.93,Monthly,10000,Active,195.81,High,470,TRUE,2023-04
POL001556,CUS002430,AGT0183,Auto,12-07-2020,12-07-2021,2433.22,Quarterly,382000,Active,10537.22,High,545,FALSE,2020-07
POL001557,CUS003657,AGT0151,Life,19-05-2020,19-05-2021,1585.66,Monthly,466000,Active,21632.53,Low,607,TRUE,2020-05
POL001558,CUS000455,AGT0003,Health,05-02-2020,04-02-2021,3989.69,Monthly,100000,Active,3030.52,Medium,346,TRUE,2020-02
POL001559,CUS006015,AGT0155,Home,11-12-2024,11-12-2025,250.5,Monthly,147000,Active,3416.94,High,372,TRUE,2024-12
POL001560,CUS005932,AGT0089,Life,09-03-2021,09-03-2022,558.55,Quarterly,1804000,Active,21889.33,Medium,768,TRUE,2021-03
POL001561,CUS001854,AGT0129,Health,18-02-2021,18-02-2022,7309.44,Quarterly,56000,Active,1212.7,Medium,305,FALSE,2021-02
POL001562,CUS000701,AGT0077,Health,08-04-2020,08-04-2021,5816.28,Monthly,54000,Active,2172.28,High,761,TRUE,2020-04
POL001563,CUS000178,AGT0068,Auto,20-04-2023,19-04-2024,675.17,Quarterly,452000,Expired,20296.99,Medium,725,TRUE,2023-04
POL001564,CUS005528,AGT0097,Life,30-09-2024,30-09-2025,19.95,Monthly,1699000,Active,17373.39,Low,525,TRUE,2024-09
POL001565,CUS006816,AGT0188,Auto,29-07-2024,29-07-2025,100.87,Quarterly,204000,Expired,2785.29,Medium,836,TRUE,2024-07
POL001566,CUS006796,AGT0022,Home,24-09-2023,23-09-2024,2461.82,Annual,118000,Active,4635.85,Medium,760,TRUE,2023-09
POL001567,CUS001601,AGT0083,Health,01-08-2022,01-08-2023,5522.2,Annual,31000,Expired,885.66,Medium,833,TRUE,2022-08
POL001568,CUS002511,AGT0040,Travel,20-10-2020,20-10-2021,494.16,Quarterly,47000,Canceled,937.47,Medium,406,TRUE,2020-10
POL001569,CUS009421,AGT0021,Auto,10-08-2020,10-08-2021,207.43,Monthly,83000,Active,3280.79,Medium,375,TRUE,2020-08
POL001570,CUS000082,AGT0066,Home,09-10-2022,09-10-2023,1148.86,Monthly,560000,Active,21643.56,Medium,313,TRUE,2022-10
POL001571,CUS003317,AGT0184,Travel,24-05-2022,24-05-2023,48.76,Monthly,46000,Active,2119.61,Medium,686,TRUE,2022-05
POL001572,CUS006325,AGT0028,Auto,25-03-2021,25-03-2022,892.95,Monthly,413000,Active,17539.02,Low,671,TRUE,2021-03
POL001573,CUS000111,AGT0126,Travel,30-07-2022,30-07-2023,302.34,Monthly,47000,Active,1897.41,High,400,TRUE,2022-07
POL001574,CUS008992,AGT0065,Auto,16-01-2020,15-01-2021,1625.55,Quarterly,332000,Active,5037.5,High,783,TRUE,2020-01
POL001575,CUS000805,AGT0095,Travel,25-01-2024,24-01-2025,212.59,Annual,29000,Active,787.79,Low,455,TRUE,2024-01
POL001576,CUS004737,AGT0037,Home,02-10-2023,01-10-2024,3022.74,Annual,737000,Active,14316.81,Low,634,FALSE,2023-10
POL001577,CUS006030,AGT0081,Auto,14-02-2022,14-02-2023,2706.98,Quarterly,107000,Active,1400.12,Medium,751,TRUE,2022-02
POL001578,CUS006070,AGT0166,Health,11-01-2020,10-01-2021,7936.01,Annual,60000,Active,1109.5,Low,685,TRUE,2020-01
POL001579,CUS000076,AGT0100,Life,21-08-2020,21-08-2021,292.36,Annual,532000,Active,24898.29,Low,696,FALSE,2020-08
POL001580,CUS002531,AGT0167,Home,17-07-2023,16-07-2024,1577.63,Quarterly,252000,Active,5119.67,Medium,464,FALSE,2023-07
POL001581,CUS008189,AGT0096,Travel,10-03-2020,10-03-2021,7.21,Monthly,9000,Active,270.11,Medium,515,TRUE,2020-03
POL001582,CUS008570,AGT0141,Travel,19-05-2021,19-05-2022,85.84,Monthly,27000,Active,776.18,High,523,TRUE,2021-05
POL001583,CUS007688,AGT0161,Health,24-05-2024,24-05-2025,3545.4,Quarterly,60000,Active,1635.96,High,703,TRUE,2024-05
POL001584,CUS007229,AGT0189,Travel,28-08-2023,27-08-2024,459.45,Annual,18000,Active,313.36,High,356,TRUE,2023-08
POL001585,CUS005060,AGT0148,Auto,22-03-2022,22-03-2023,2658.39,Monthly,67000,Expired,3040.27,Medium,794,TRUE,2022-03
POL001586,CUS004969,AGT0124,Life,04-03-2022,04-03-2023,132.12,Monthly,172000,Active,6391.76,Medium,563,TRUE,2022-03
POL001587,CUS006336,AGT0184,Health,09-03-2021,09-03-2022,2051.65,Monthly,22000,Active,690.84,Low,719,TRUE,2021-03
POL001588,CUS001534,AGT0172,Health,01-06-2020,01-06-2021,221.55,Quarterly,77000,Active,801.82,Medium,490,TRUE,2020-06
POL001589,CUS006324,AGT0126,Life,14-08-2024,14-08-2025,506.17,Quarterly,584000,Active,13116.84,High,457,TRUE,2024-08
POL001590,CUS008961,AGT0124,Health,30-07-2020,30-07-2021,2747.07,Monthly,10000,Active,179.58,Medium,454,FALSE,2020-07
POL001591,CUS001311,AGT0055,Life,19-04-2022,19-04-2023,389.8,Quarterly,332000,Active,15792.42,Medium,335,TRUE,2022-04
POL001592,CUS005134,AGT0051,Life,01-12-2024,01-12-2025,501.73,Annual,1702000,Active,58946.43,Medium,385,TRUE,2024-12
POL001593,CUS005520,AGT0064,Life,28-12-2022,28-12-2023,359.12,Quarterly,1919000,Active,95596.58,Medium,832,TRUE,2022-12
POL001594,CUS007345,AGT0192,Health,28-10-2023,27-10-2024,5859.22,Monthly,46000,Active,1508.16,Medium,801,TRUE,2023-10
POL001595,CUS007999,AGT0101,Home,03-08-2023,02-08-2024,2601.96,Monthly,977000,Active,39460.23,High,791,TRUE,2023-08
POL001596,CUS002784,AGT0150,Auto,23-02-2023,23-02-2024,596.99,Quarterly,298000,Expired,4823.31,Medium,561,FALSE,2023-02
POL001597,CUS000709,AGT0010,Home,21-08-2023,20-08-2024,1726.92,Monthly,803000,Active,13169.95,Medium,437,FALSE,2023-08
POL001598,CUS002466,AGT0184,Home,25-11-2023,24-11-2024,2206.59,Monthly,711000,Active,17413.54,High,576,TRUE,2023-11
POL001599,CUS001195,AGT0144,Health,16-05-2022,16-05-2023,9188.29,Monthly,15000,Expired,465.27,Low,527,TRUE,2022-05
POL001600,CUS005089,AGT0164,Life,23-02-2023,23-02-2024,629.19,Monthly,263000,Active,11039.15,High,455,TRUE,2023-02
POL001601,CUS004478,AGT0163,Travel,20-11-2021,20-11-2022,745.24,Annual,47000,Active,1673.76,Medium,810,FALSE,2021-11
POL001602,CUS004362,AGT0153,Auto,19-10-2021,19-10-2022,1579.42,Quarterly,410000,Active,7223.08,Medium,395,FALSE,2021-10
POL001603,CUS001224,AGT0189,Health,12-09-2021,12-09-2022,2623.17,Monthly,36000,Expired,1510.44,Medium,368,TRUE,2021-09
POL001604,CUS005686,AGT0160,Travel,04-02-2020,03-02-2021,155.1,Monthly,16000,Expired,558.8,Medium,758,TRUE,2020-02
POL001605,CUS008668,AGT0153,Home,06-04-2020,06-04-2021,2563.85,Monthly,159000,Expired,2579.96,Medium,332,TRUE,2020-04
POL001606,CUS005695,AGT0026,Life,08-12-2021,08-12-2022,784.91,Monthly,1151000,Active,22299.77,Low,802,TRUE,2021-12
POL001607,CUS002161,AGT0094,Life,29-11-2023,28-11-2024,100.23,Monthly,384000,Active,10390.4,High,628,TRUE,2023-11
POL001608,CUS005666,AGT0176,Home,30-09-2020,30-09-2021,5142.67,Quarterly,288000,Canceled,10979.68,High,802,TRUE,2020-09
POL001609,CUS002688,AGT0095,Health,14-05-2021,14-05-2022,5578.81,Monthly,38000,Expired,535.26,Medium,317,TRUE,2021-05
POL001610,CUS005123,AGT0002,Auto,12-12-2021,12-12-2022,2567.06,Quarterly,331000,Active,4584.15,Medium,684,FALSE,2021-12
POL001611,CUS001672,AGT0195,Travel,02-07-2020,02-07-2021,248.82,Monthly,17000,Active,669.97,Low,394,TRUE,2020-07
POL001612,CUS004881,AGT0167,Health,18-04-2020,18-04-2021,4056.69,Quarterly,77000,Active,3126.64,Medium,396,FALSE,2020-04
POL001613,CUS003703,AGT0030,Life,07-02-2020,06-02-2021,2000.18,Monthly,1550000,Active,19783.34,Medium,578,TRUE,2020-02
POL001614,CUS003543,AGT0169,Home,08-04-2023,07-04-2024,1676.58,Monthly,896000,Active,26348.09,Low,547,FALSE,2023-04
POL001615,CUS001935,AGT0027,Health,01-02-2021,01-02-2022,1444.65,Annual,93000,Active,1576.29,Low,724,FALSE,2021-02
POL001616,CUS005461,AGT0090,Travel,12-06-2024,12-06-2025,402.96,Monthly,8000,Active,204.05,High,740,TRUE,2024-06
POL001617,CUS006633,AGT0028,Auto,24-01-2021,24-01-2022,1922.66,Quarterly,125000,Active,6240.93,High,471,TRUE,2021-01
POL001618,CUS004706,AGT0058,Life,28-01-2021,28-01-2022,1736.28,Monthly,1576000,Active,39173.8,Medium,331,FALSE,2021-01
POL001619,CUS004856,AGT0049,Auto,19-05-2022,19-05-2023,184.3,Monthly,347000,Active,4689.89,Medium,793,TRUE,2022-05
POL001620,CUS000968,AGT0090,Travel,28-09-2024,28-09-2025,145.43,Monthly,12000,Active,310.34,Medium,691,TRUE,2024-09
POL001621,CUS006046,AGT0049,Life,02-08-2023,01-08-2024,631.87,Quarterly,1374000,Canceled,56067.13,High,589,TRUE,2023-08
POL001622,CUS000813,AGT0094,Auto,18-05-2022,18-05-2023,2022.91,Monthly,342000,Active,14532.01,High,527,FALSE,2022-05
POL001623,CUS002296,AGT0027,Home,15-11-2024,15-11-2025,406.11,Monthly,237000,Active,11047.19,Medium,323,TRUE,2024-11
POL001624,CUS007963,AGT0064,Life,23-05-2023,22-05-2024,308.8,Quarterly,1552000,Active,25889.3,Medium,334,TRUE,2023-05
POL001625,CUS002442,AGT0137,Travel,06-11-2021,06-11-2022,531.16,Monthly,10000,Expired,283.83,Medium,615,TRUE,2021-11
POL001626,CUS005365,AGT0127,Life,24-07-2023,23-07-2024,861.97,Annual,143000,Active,2049.88,Medium,777,FALSE,2023-07
POL001627,CUS000974,AGT0006,Auto,05-07-2023,04-07-2024,947.97,Monthly,302000,Active,9531.54,High,769,TRUE,2023-07
POL001628,CUS004837,AGT0120,Travel,26-10-2022,26-10-2023,96,Quarterly,25000,Expired,720.31,Medium,338,TRUE,2022-10
POL001629,CUS005690,AGT0009,Home,15-05-2023,14-05-2024,3089.31,Quarterly,263000,Active,2672.05,Low,484,TRUE,2023-05
POL001630,CUS005800,AGT0141,Home,23-05-2023,22-05-2024,967.51,Quarterly,763000,Active,18143.97,Low,674,FALSE,2023-05
POL001631,CUS004247,AGT0154,Auto,01-09-2022,01-09-2023,2281.52,Monthly,376000,Active,8735.71,Low,570,TRUE,2022-09
POL001632,CUS003196,AGT0187,Auto,03-07-2024,03-07-2025,1782.76,Monthly,479000,Expired,9737.19,Medium,822,TRUE,2024-07
POL001633,CUS007996,AGT0114,Travel,07-03-2024,07-03-2025,153.87,Monthly,25000,Active,717.15,Medium,359,TRUE,2024-03
POL001634,CUS001291,AGT0066,Home,14-09-2024,14-09-2025,768.13,Monthly,661000,Active,16198.59,Medium,424,TRUE,2024-09
POL001635,CUS008448,AGT0040,Auto,06-08-2023,05-08-2024,941.67,Monthly,421000,Active,19322.67,Medium,734,TRUE,2023-08
POL001636,CUS009107,AGT0113,Home,17-12-2021,17-12-2022,1980.21,Annual,448000,Active,4694.56,High,582,TRUE,2021-12
POL001637,CUS009584,AGT0163,Auto,06-09-2023,05-09-2024,515.65,Monthly,305000,Active,6750.41,Low,736,TRUE,2023-09
POL001638,CUS004604,AGT0181,Auto,10-02-2023,10-02-2024,458.73,Monthly,142000,Active,5833.34,Low,499,TRUE,2023-02
POL001639,CUS006788,AGT0019,Life,11-05-2021,11-05-2022,267.84,Monthly,302000,Active,9094.28,Medium,321,TRUE,2021-05
POL001640,CUS003638,AGT0105,Home,26-08-2020,26-08-2021,268.13,Monthly,637000,Active,25964.64,High,570,FALSE,2020-08
POL001641,CUS009006,AGT0175,Travel,06-05-2020,06-05-2021,99.91,Annual,49000,Active,2218.65,Medium,488,FALSE,2020-05
POL001642,CUS008165,AGT0133,Health,16-04-2024,16-04-2025,3573.77,Monthly,56000,Active,2316.01,Low,813,TRUE,2024-04
POL001643,CUS008197,AGT0088,Health,09-04-2023,08-04-2024,8536.57,Quarterly,80000,Active,2047.71,Medium,590,TRUE,2023-04
POL001644,CUS008981,AGT0022,Auto,01-11-2021,01-11-2022,2335.94,Quarterly,422000,Active,12819,Low,779,TRUE,2021-11
POL001645,CUS008027,AGT0170,Health,08-05-2021,08-05-2022,1256.84,Annual,22000,Active,436.74,High,525,TRUE,2021-05
POL001646,CUS000000,AGT0106,Life,13-03-2022,13-03-2023,839.33,Quarterly,1254000,Active,21126.63,Medium,578,TRUE,2022-03
POL001647,CUS007312,AGT0180,Auto,16-07-2022,16-07-2023,46.57,Quarterly,413000,Canceled,5625.59,Low,799,FALSE,2022-07
POL001648,CUS008351,AGT0152,Health,04-03-2024,04-03-2025,3803.63,Quarterly,80000,Active,2028.46,Low,326,TRUE,2024-03
POL001649,CUS001485,AGT0073,Auto,20-06-2023,19-06-2024,2734.56,Monthly,373000,Active,6056.74,High,602,TRUE,2023-06
