SalesID,AgentID,YearMonth,NumPoliciesSold,TotalPremiumAmount,TargetAmount,Achievement,Commissions,LeadCount,ConversionRate,CustomerMeetings,SalesActivityScore
SLS003047,AGT0049,2023-11,1,5380.35,106645,5.05,355.46,36,0.4,28,69.89
SLS003048,AGT0049,2023-12,2,1713.91,147260,1.16,149.47,79,0.12,29,97.95
SLS003049,AGT0049,2024-01,0,0.0,86365,0.0,0.0,30,0.37,8,87.63
SLS003050,AGT0050,2019-01,0,0.0,129518,0.0,0.0,77,0.21,11,87.54
SLS003051,AGT0050,2019-02,0,0.0,80635,0.0,0.0,96,0.28,25,89.88
SLS003052,AGT0050,2019-03,0,0.0,138046,0.0,0.0,66,0.28,8,92.87
SLS003053,AGT0050,2019-04,0,0.0,106900,0.0,0.0,91,0.3,13,74.2
SLS003054,AGT0050,2019-05,0,0.0,54299,0.0,0.0,87,0.31,13,65.35
SLS003055,AGT0050,2019-06,0,0.0,194487,0.0,0.0,15,0.13,9,77.04
SLS003056,AGT0050,2019-07,0,0.0,161635,0.0,0.0,22,0.23,7,83.17
SLS003057,AGT0050,2019-08,0,0.0,150570,0.0,0.0,13,0.13,26,69.9
SLS003058,AGT0050,2019-09,0,0.0,188230,0.0,0.0,43,0.13,26,94.75
SLS003059,AGT0050,2019-10,0,0.0,117855,0.0,0.0,79,0.2,25,63.22
SLS003060,AGT0050,2019-11,0,0.0,153802,0.0,0.0,86,0.29,11,86.05
SLS003061,AGT0050,2019-12,0,0.0,199782,0.0,0.0,41,0.2,13,81.09
SLS003062,AGT0050,2020-01,2,5386.360000000001,86495,6.23,496.05,97,0.36,5,73.59
SLS003063,AGT0050,2020-02,0,0.0,158872,0.0,0.0,12,0.29,17,95.4
SLS003064,AGT0050,2020-03,1,1393.16,104445,1.33,99.83,56,0.11,12,94.15
SLS003065,AGT0050,2020-04,1,397.08,94620,0.42,40.99,52,0.17,9,62.07
SLS003066,AGT0050,2020-05,4,2073.06,178615,1.16,164.69,83,0.17,19,86.06
SLS003067,AGT0050,2020-06,1,10495.5,54340,19.31,1394.4,14,0.23,29,99.14
SLS003068,AGT0050,2020-07,1,9119.91,80650,11.31,1166.07,52,0.24,19,99.86
SLS003069,AGT0050,2020-08,1,3324.78,127105,2.62,265.16,51,0.3,17,60.82
SLS003070,AGT0050,2020-09,1,282.92,145539,0.19,37.78,21,0.36,29,84.29
SLS003071,AGT0050,2020-10,4,3064.23,177898,1.72,282.63,54,0.33,26,95.9
SLS003072,AGT0050,2020-11,0,0.0,197305,0.0,0.0,21,0.25,6,66.57
SLS003073,AGT0050,2020-12,0,0.0,79238,0.0,0.0,54,0.11,26,74.61
SLS003074,AGT0050,2021-01,3,3676.8999999999996,93501,3.93,525.7,68,0.28,20,78.66
SLS003075,AGT0050,2021-02,2,3703.53,161479,2.29,499.93,16,0.24,10,78.55
SLS003076,AGT0050,2021-03,1,856.59,142201,0.6,67.8,45,0.17,15,70.46
SLS003077,AGT0050,2021-04,2,12991.509999999998,106573,12.19,1835.12,33,0.39,23,66.94
SLS003078,AGT0050,2021-05,0,0.0,119957,0.0,0.0,63,0.24,5,94.62
SLS003079,AGT0050,2021-06,4,9131.13,173727,5.26,536.84,95,0.27,22,92.33
SLS003080,AGT0050,2021-07,1,191.81,93585,0.2,17.49,82,0.39,14,60.14
SLS003081,AGT0050,2021-08,0,0.0,112049,0.0,0.0,56,0.2,16,62.24
SLS003082,AGT0050,2021-09,3,987.21,172052,0.57,53.44,75,0.23,9,90.21
SLS003083,AGT0050,2021-10,1,1851.61,101199,1.83,210.66,52,0.22,29,68.88
SLS003084,AGT0050,2021-11,3,2057.76,68087,3.02,281.0,17,0.4,13,69.41
SLS003085,AGT0050,2021-12,2,4808.55,197449,2.44,441.74,63,0.36,17,70.83
SLS003086,AGT0050,2022-01,2,6729.789999999999,119892,5.61,428.48,10,0.39,21,79.35
SLS003087,AGT0050,2022-02,0,0.0,98704,0.0,0.0,97,0.16,8,80.18
SLS003088,AGT0050,2022-03,1,244.74,180742,0.14,28.59,85,0.21,21,63.5
SLS003089,AGT0050,2022-04,2,13264.21,86587,15.32,786.43,90,0.31,29,94.45
SLS003090,AGT0050,2022-05,1,713.75,77105,0.93,55.41,48,0.2,12,98.75
SLS003091,AGT0050,2022-06,1,4602.34,95183,4.84,347.52,76,0.37,23,63.85
SLS003092,AGT0050,2022-07,2,293.82,145732,0.2,20.62,91,0.15,20,98.29
SLS003093,AGT0050,2022-08,4,8030.25,152995,5.25,1162.55,12,0.3,14,94.13
SLS003094,AGT0050,2022-09,4,11779.34,183755,6.41,1081.48,51,0.16,8,81.17
SLS003095,AGT0050,2022-10,1,1714.87,136665,1.25,120.19,93,0.36,12,88.11
SLS003096,AGT0050,2022-11,1,575.05,67844,0.85,86.25,66,0.22,17,81.9
SLS003097,AGT0050,2022-12,5,12795.16,77093,16.6,1065.79,55,0.2,21,97.0
SLS003098,AGT0050,2023-01,1,64.16,193587,0.03,5.88,28,0.18,29,66.5
SLS003099,AGT0050,2023-02,0,0.0,60016,0.0,0.0,97,0.35,14,89.15
SLS003100,AGT0050,2023-03,3,11497.34,133566,8.61,1539.87,16,0.29,28,74.25
SLS003101,AGT0050,2023-04,2,6697.34,105711,6.34,622.54,59,0.13,23,66.51
SLS003102,AGT0050,2023-05,1,1043.62,127290,0.82,81.91,19,0.32,25,89.87
SLS003103,AGT0050,2023-06,1,516.24,83656,0.62,30.6,16,0.14,21,67.34
SLS003104,AGT0050,2023-07,4,1751.86,186003,0.94,254.84,92,0.23,22,91.16
SLS003105,AGT0050,2023-08,1,2295.64,67578,3.4,220.18,48,0.2,28,67.63
SLS003106,AGT0050,2023-09,1,4537.8,150064,3.02,247.34,49,0.27,20,69.08
SLS003107,AGT0050,2023-10,1,1815.6,61325,2.96,213.1,56,0.14,10,86.38
SLS003108,AGT0050,2023-11,0,0.0,97340,0.0,0.0,87,0.26,24,75.43
SLS003109,AGT0050,2023-12,3,4338.2,73267,5.92,614.12,17,0.33,8,64.26
SLS003110,AGT0050,2024-01,4,6098.2699999999995,137528,4.43,571.01,58,0.28,12,67.45
SLS003111,AGT0051,2019-01,0,0.0,155638,0.0,0.0,97,0.15,25,71.11
SLS003112,AGT0051,2019-02,0,0.0,166910,0.0,0.0,38,0.24,24,65.84
SLS003113,AGT0051,2019-03,0,0.0,139165,0.0,0.0,16,0.4,28,96.5
SLS003114,AGT0051,2019-04,0,0.0,115234,0.0,0.0,17,0.34,21,62.76
SLS003115,AGT0051,2019-05,0,0.0,151961,0.0,0.0,18,0.38,5,96.07
SLS003116,AGT0051,2019-06,0,0.0,182336,0.0,0.0,96,0.38,20,68.62
SLS003117,AGT0051,2019-07,0,0.0,76721,0.0,0.0,76,0.31,21,99.88
SLS003118,AGT0051,2019-08,0,0.0,164239,0.0,0.0,39,0.21,10,97.38
SLS003119,AGT0051,2019-09,0,0.0,104648,0.0,0.0,44,0.16,6,88.95
SLS003120,AGT0051,2019-10,0,0.0,66305,0.0,0.0,27,0.15,21,94.8
SLS003121,AGT0051,2019-11,0,0.0,100739,0.0,0.0,62,0.36,13,73.22
SLS003122,AGT0051,2019-12,0,0.0,57332,0.0,0.0,41,0.35,29,67.96
SLS003123,AGT0051,2020-01,3,2562.92,61546,4.16,135.88,74,0.3,21,95.02
SLS003124,AGT0051,2020-02,1,8992.31,154980,5.8,867.33,70,0.3,26,67.61
SLS003125,AGT0051,2020-03,6,8448.43,165806,5.1,543.69,66,0.26,18,75.89
SLS003126,AGT0051,2020-04,2,1493.1999999999998,173262,0.86,214.3,57,0.16,19,94.04
SLS003127,AGT0051,2020-05,1,11149.63,153681,7.26,1551.53,94,0.18,26,78.63
SLS003128,AGT0051,2020-06,3,5547.860000000001,59648,9.3,737.98,76,0.28,12,71.83
SLS003129,AGT0051,2020-07,1,1382.1,178738,0.77,128.21,56,0.19,9,82.95
SLS003130,AGT0051,2020-08,3,1610.01,197513,0.82,115.22,99,0.37,19,82.67
SLS003131,AGT0051,2020-09,2,1633.98,176848,0.92,88.9,93,0.26,22,87.34
SLS003132,AGT0051,2020-10,3,8623.7,188472,4.58,983.79,97,0.15,24,87.46
SLS003133,AGT0051,2020-11,0,0.0,136158,0.0,0.0,33,0.33,27,80.31
SLS003134,AGT0051,2020-12,4,13364.67,122297,10.93,1030.88,62,0.11,19,84.71
SLS003135,AGT0051,2021-01,3,8941.99,148257,6.03,1268.89,97,0.19,28,70.75
SLS003136,AGT0051,2021-02,1,169.23,117524,0.14,23.04,57,0.4,15,98.21
SLS003137,AGT0051,2021-03,0,0.0,176808,0.0,0.0,12,0.35,28,85.2
SLS003138,AGT0051,2021-04,1,2423.57,194056,1.25,302.57,86,0.17,28,61.13
SLS003139,AGT0051,2021-05,0,0.0,87539,0.0,0.0,53,0.1,15,76.04
SLS003140,AGT0051,2021-06,2,2658.27,162395,1.64,297.47,79,0.17,11,60.39
SLS003141,AGT0051,2021-07,1,153.52,181266,0.08,21.6,60,0.4,26,78.94
SLS003142,AGT0051,2021-08,0,0.0,125900,0.0,0.0,94,0.29,26,91.03
SLS003143,AGT0051,2021-09,0,0.0,162279,0.0,0.0,20,0.28,19,67.53
SLS003144,AGT0051,2021-10,2,23455.57,122825,19.1,3155.5,20,0.24,21,88.93
SLS003145,AGT0051,2021-11,2,1374.21,87418,1.57,143.24,88,0.17,13,99.68
SLS003146,AGT0051,2021-12,2,5558.77,88465,6.28,528.71,23,0.26,14,74.26
SLS003147,AGT0051,2022-01,1,332.42,196339,0.17,20.04,15,0.15,21,78.83
SLS003148,AGT0051,2022-02,0,0.0,134360,0.0,0.0,92,0.37,11,87.91
SLS003149,AGT0051,2022-03,2,9394.78,179933,5.22,606.47,58,0.15,19,69.35
SLS003150,AGT0051,2022-04,1,1171.76,181774,0.64,138.52,35,0.37,6,90.47
SLS003151,AGT0051,2022-05,2,3036.11,93549,3.25,391.66,62,0.11,9,92.89
SLS003152,AGT0051,2022-06,0,0.0,129522,0.0,0.0,72,0.39,19,91.95
SLS003153,AGT0051,2022-07,1,9989.09,73936,13.51,542.79,93,0.12,15,72.29
SLS003154,AGT0051,2022-08,2,6940.9800000000005,63857,10.87,859.41,22,0.26,13,98.69
SLS003155,AGT0051,2022-09,1,1462.94,162668,0.9,206.05,59,0.35,16,89.19
SLS003156,AGT0051,2022-10,3,10870.89,159544,6.81,634.57,96,0.39,24,67.65
SLS003157,AGT0051,2022-11,2,684.6600000000001,163471,0.42,73.04,63,0.18,25,71.48
SLS003158,AGT0051,2022-12,2,5034.44,80854,6.23,704.26,50,0.3,14,87.81
SLS003159,AGT0051,2023-01,0,0.0,170809,0.0,0.0,84,0.17,8,78.96
SLS003160,AGT0051,2023-02,1,1208.86,172624,0.7,141.76,26,0.3,6,83.8
SLS003161,AGT0051,2023-03,1,657.29,191010,0.34,80.5,59,0.36,16,77.75
SLS003162,AGT0051,2023-04,1,163.43,68370,0.24,9.51,41,0.17,16,80.45
SLS003163,AGT0051,2023-05,1,3020.58,129923,2.32,230.24,55,0.36,18,71.21
SLS003164,AGT0051,2023-06,0,0.0,166355,0.0,0.0,37,0.38,23,88.91
SLS003165,AGT0051,2023-07,3,1430.1599999999999,114996,1.24,203.04,59,0.14,18,76.5
SLS003166,AGT0051,2023-08,3,8018.740000000001,178211,4.5,818.23,83,0.34,6,63.65
SLS003167,AGT0051,2023-09,2,258.41999999999996,50749,0.51,34.89,54,0.34,29,68.61
SLS003168,AGT0051,2023-10,2,411.61,173144,0.24,51.67,59,0.17,15,95.57
SLS003169,AGT0051,2023-11,3,15985.89,83952,19.04,1017.52,98,0.23,21,93.25
SLS003170,AGT0051,2023-12,4,2694.54,151633,1.78,399.57,94,0.29,19,93.5
SLS003171,AGT0051,2024-01,3,1337.3,74601,1.79,123.58,12,0.31,22,91.52
SLS003172,AGT0052,2019-01,0,0.0,63547,0.0,0.0,77,0.36,12,80.72
SLS003173,AGT0052,2019-02,0,0.0,195938,0.0,0.0,33,0.18,20,65.21
SLS003174,AGT0052,2019-03,0,0.0,103352,0.0,0.0,18,0.36,9,85.82
SLS003175,AGT0052,2019-04,0,0.0,193729,0.0,0.0,66,0.12,29,62.31
SLS003176,AGT0052,2019-05,0,0.0,134789,0.0,0.0,57,0.26,28,63.14
SLS003177,AGT0052,2019-06,0,0.0,78320,0.0,0.0,93,0.13,14,65.96
SLS003178,AGT0052,2019-07,0,0.0,181289,0.0,0.0,81,0.28,20,81.52
SLS003179,AGT0052,2019-08,0,0.0,72116,0.0,0.0,93,0.33,10,68.79
SLS003180,AGT0052,2019-09,0,0.0,193779,0.0,0.0,82,0.4,26,83.98
SLS003181,AGT0052,2019-10,0,0.0,86261,0.0,0.0,66,0.25,13,87.32
SLS003182,AGT0052,2019-11,0,0.0,155978,0.0,0.0,14,0.31,5,66.2
SLS003183,AGT0052,2019-12,0,0.0,165891,0.0,0.0,55,0.27,18,78.2
SLS003184,AGT0052,2020-01,0,0.0,112142,0.0,0.0,89,0.33,29,61.99
SLS003185,AGT0052,2020-02,0,0.0,66078,0.0,0.0,76,0.26,28,70.07
SLS003186,AGT0052,2020-03,2,4429.15,108054,4.1,479.13,36,0.13,19,85.85
SLS003187,AGT0052,2020-04,2,3539.0,75169,4.71,378.9,41,0.15,14,61.04
SLS003188,AGT0052,2020-05,1,173.64,64995,0.27,14.52,92,0.33,10,87.51
SLS003189,AGT0052,2020-06,2,4449.13,113736,3.91,574.95,83,0.24,10,63.83
SLS003190,AGT0052,2020-07,3,5307.42,167820,3.16,514.97,25,0.34,23,77.81
SLS003191,AGT0052,2020-08,4,6785.56,90506,7.5,690.35,48,0.12,19,79.32
SLS003192,AGT0052,2020-09,2,218.05,168922,0.13,16.4,68,0.21,7,68.44
SLS003193,AGT0052,2020-10,2,3136.04,162526,1.93,316.58,13,0.39,22,87.36
SLS003194,AGT0052,2020-11,0,0.0,146745,0.0,0.0,46,0.32,22,95.3
SLS003195,AGT0052,2020-12,0,0.0,144897,0.0,0.0,10,0.14,11,63.84
SLS003196,AGT0052,2021-01,0,0.0,84895,0.0,0.0,20,0.26,9,84.48
SLS003197,AGT0052,2021-02,4,3466.7799999999997,108367,3.2,235.32,58,0.13,12,65.51
SLS003198,AGT0052,2021-03,2,13211.25,166158,7.95,1863.5,28,0.17,21,74.83
SLS003199,AGT0052,2021-04,2,2553.0699999999997,131300,1.94,135.69,38,0.18,18,80.91
SLS003200,AGT0052,2021-05,3,1576.08,104710,1.51,143.62,63,0.24,25,86.69
SLS003201,AGT0052,2021-06,2,4043.45,147562,2.74,515.55,55,0.15,12,83.22
SLS003202,AGT0052,2021-07,2,1514.97,83610,1.81,149.98,76,0.19,6,94.81
SLS003203,AGT0052,2021-08,1,279.27,160066,0.17,22.02,66,0.33,8,86.63
SLS003204,AGT0052,2021-09,1,97.24,85131,0.11,13.46,92,0.16,26,83.42
SLS003205,AGT0052,2021-10,1,1211.44,81878,1.48,86.5,71,0.15,7,75.97
SLS003206,AGT0052,2021-11,2,773.1800000000001,146403,0.53,95.02,98,0.36,20,71.78
SLS003207,AGT0052,2021-12,1,401.03,80168,0.5,28.54,31,0.15,15,62.03
SLS003208,AGT0052,2022-01,1,12875.55,90014,14.3,1887.31,21,0.21,8,99.99
SLS003209,AGT0052,2022-02,1,2017.99,186888,1.08,146.09,41,0.36,14,61.56
SLS003210,AGT0052,2022-03,1,1328.03,156312,0.85,91.61,12,0.3,29,95.41
SLS003211,AGT0052,2022-04,1,2436.66,193935,1.26,291.28,30,0.18,5,64.64
SLS003212,AGT0052,2022-05,2,2626.1099999999997,132389,1.98,282.68,49,0.28,23,84.37
SLS003213,AGT0052,2022-06,1,4531.15,102332,4.43,593.03,14,0.14,19,70.94
SLS003214,AGT0052,2022-07,1,1867.68,91397,2.04,190.46,32,0.26,19,74.53
SLS003215,AGT0052,2022-08,1,685.79,69978,0.98,52.71,87,0.31,8,74.55
SLS003216,AGT0052,2022-09,3,5642.13,152315,3.7,454.02,57,0.23,6,88.68
SLS003217,AGT0052,2022-10,1,1145.53,189133,0.61,96.48,54,0.28,23,79.23
SLS003218,AGT0052,2022-11,1,4226.55,163214,2.59,337.61,62,0.37,28,66.02
SLS003219,AGT0052,2022-12,0,0.0,57372,0.0,0.0,63,0.27,24,97.49
SLS003220,AGT0052,2023-01,2,1643.2800000000002,121156,1.36,94.87,64,0.3,7,99.1
SLS003221,AGT0052,2023-02,2,8021.59,58461,13.72,548.14,43,0.24,7,69.53
SLS003222,AGT0052,2023-03,1,393.05,195823,0.2,27.73,48,0.2,9,78.31
SLS003223,AGT0052,2023-04,2,740.19,118579,0.62,64.54,33,0.26,27,72.26
SLS003224,AGT0052,2023-05,2,10432.99,81879,12.74,1333.03,30,0.36,16,80.61
SLS003225,AGT0052,2023-06,3,6799.15,162421,4.19,775.48,57,0.14,27,86.54
SLS003226,AGT0052,2023-07,3,1630.6799999999998,173063,0.94,94.52,12,0.37,9,76.61
SLS003227,AGT0052,2023-08,1,1535.29,86286,1.78,170.26,27,0.23,23,71.22
SLS003228,AGT0052,2023-09,2,1175.33,196734,0.6,160.65,18,0.34,6,60.96
SLS003229,AGT0052,2023-10,3,2321.98,94080,2.47,204.19,18,0.31,21,71.85
SLS003230,AGT0052,2023-11,1,2228.62,87716,2.54,195.66,85,0.36,19,82.13
SLS003231,AGT0052,2023-12,6,6087.6,51314,11.86,772.86,40,0.3,19,96.29
SLS003232,AGT0052,2024-01,3,7728.120000000001,112548,6.87,1113.96,59,0.16,29,67.81
SLS003233,AGT0053,2019-01,0,0.0,146518,0.0,0.0,20,0.13,21,75.6
SLS003234,AGT0053,2019-02,0,0.0,182270,0.0,0.0,16,0.31,6,79.42
SLS003235,AGT0053,2019-03,0,0.0,181143,0.0,0.0,13,0.32,13,88.47
SLS003236,AGT0053,2019-04,0,0.0,69287,0.0,0.0,59,0.16,6,64.3
SLS003237,AGT0053,2019-05,0,0.0,144963,0.0,0.0,16,0.34,11,82.96
SLS003238,AGT0053,2019-06,0,0.0,130250,0.0,0.0,19,0.11,18,98.6
SLS003239,AGT0053,2019-07,0,0.0,197679,0.0,0.0,42,0.31,19,64.56
SLS003240,AGT0053,2019-08,0,0.0,187920,0.0,0.0,99,0.1,5,88.56
SLS003241,AGT0053,2019-09,0,0.0,78966,0.0,0.0,74,0.13,16,93.51
SLS003242,AGT0053,2019-10,0,0.0,199403,0.0,0.0,97,0.39,16,62.83
SLS003243,AGT0053,2019-11,0,0.0,171612,0.0,0.0,19,0.1,21,82.29
SLS003244,AGT0053,2019-12,0,0.0,141934,0.0,0.0,96,0.4,25,94.83
SLS003245,AGT0053,2020-01,0,0.0,83030,0.0,0.0,46,0.1,29,90.97
SLS003246,AGT0053,2020-02,2,5265.96,54002,9.75,320.13,75,0.14,14,87.75
SLS003247,AGT0053,2020-03,3,10401.699999999999,98911,10.52,627.25,86,0.15,29,71.22
SLS003248,AGT0053,2020-04,2,1466.5,134797,1.09,110.81,88,0.35,23,91.55
SLS003249,AGT0053,2020-05,2,2363.4700000000003,179739,1.31,347.24,41,0.24,10,65.5
SLS003250,AGT0053,2020-06,0,0.0,138551,0.0,0.0,53,0.23,17,65.42
SLS003251,AGT0053,2020-07,2,4549.4400000000005,193085,2.36,511.44,85,0.35,20,92.86
SLS003252,AGT0053,2020-08,5,3890.62,153985,2.53,228.9,37,0.39,23,63.06
SLS003253,AGT0053,2020-09,3,5595.81,54716,10.23,586.19,29,0.35,16,71.2
SLS003254,AGT0053,2020-10,4,2078.13,174028,1.19,199.14,37,0.12,23,76.02
SLS003255,AGT0053,2020-11,5,10817.76,196849,5.5,1190.68,18,0.18,27,86.55
SLS003256,AGT0053,2020-12,2,2437.21,180962,1.35,295.39,43,0.24,25,97.52
SLS003257,AGT0053,2021-01,2,1142.33,179700,0.64,146.97,96,0.13,16,60.14
SLS003258,AGT0053,2021-02,3,10406.16,123171,8.45,1264.22,74,0.32,14,93.88
SLS003259,AGT0053,2021-03,2,2065.36,160426,1.29,147.77,49,0.13,6,76.4
SLS003260,AGT0053,2021-04,1,175.57,87255,0.2,18.67,95,0.25,23,76.67
SLS003261,AGT0053,2021-05,0,0.0,155779,0.0,0.0,60,0.33,10,73.09
SLS003262,AGT0053,2021-06,2,4103.66,80948,5.07,458.2,83,0.32,22,92.24
SLS003263,AGT0053,2021-07,0,0.0,82309,0.0,0.0,47,0.33,29,92.08
SLS003264,AGT0053,2021-08,2,2704.97,149473,1.81,161.58,17,0.25,26,97.62
SLS003265,AGT0053,2021-09,1,1390.97,74047,1.88,161.32,64,0.25,12,70.93
SLS003266,AGT0053,2021-10,2,3688.64,54931,6.72,374.14,93,0.12,8,98.29
SLS003267,AGT0053,2021-11,0,0.0,106836,0.0,0.0,29,0.38,28,92.23
SLS003268,AGT0053,2021-12,1,328.88,59209,0.56,18.94,78,0.14,16,68.56
SLS003269,AGT0053,2022-01,2,4107.59,161399,2.54,561.75,48,0.21,12,91.44
SLS003270,AGT0053,2022-02,2,3825.46,195023,1.96,382.55,37,0.34,14,81.85
SLS003271,AGT0053,2022-03,0,0.0,102550,0.0,0.0,53,0.37,18,79.01
SLS003272,AGT0053,2022-04,3,3702.91,99692,3.71,338.67,46,0.3,14,75.34
SLS003273,AGT0053,2022-05,1,385.16,155269,0.25,47.69,69,0.24,20,86.25
SLS003274,AGT0053,2022-06,1,1348.03,167985,0.8,97.75,23,0.15,18,74.62
SLS003275,AGT0053,2022-07,0,0.0,71564,0.0,0.0,13,0.25,11,64.92
SLS003276,AGT0053,2022-08,4,8167.629999999999,126908,6.44,1099.44,59,0.35,25,83.65
SLS003277,AGT0053,2022-09,1,576.03,172288,0.33,53.94,19,0.29,29,70.13
SLS003278,AGT0053,2022-10,5,7281.070000000001,116839,6.23,648.34,71,0.29,14,88.87
SLS003279,AGT0053,2022-11,1,4541.82,127335,3.57,268.9,98,0.27,24,67.17
SLS003280,AGT0053,2022-12,4,1549.1799999999998,119691,1.29,169.0,35,0.13,21,79.84
SLS003281,AGT0053,2023-01,2,1748.43,50296,3.48,173.1,62,0.17,22,99.36
SLS003282,AGT0053,2023-02,2,888.6600000000001,66607,1.33,110.92,94,0.16,26,79.32
SLS003283,AGT0053,2023-03,1,292.19,194153,0.15,21.34,79,0.33,13,71.86
SLS003284,AGT0053,2023-04,1,1396.75,54161,2.58,204.42,39,0.21,11,61.23
SLS003285,AGT0053,2023-05,0,0.0,97104,0.0,0.0,46,0.17,9,97.03
SLS003286,AGT0053,2023-06,3,1400.35,80234,1.75,160.55,77,0.29,16,70.95
SLS003287,AGT0053,2023-07,2,502.12,147799,0.34,38.63,17,0.31,9,99.7
SLS003288,AGT0053,2023-08,1,852.38,196407,0.43,122.48,38,0.16,26,63.82
SLS003289,AGT0053,2023-09,2,413.79,60571,0.68,42.77,29,0.2,22,91.77
SLS003290,AGT0053,2023-10,4,6552.01,168964,3.88,860.02,21,0.17,21,74.8
SLS003291,AGT0053,2023-11,2,8765.710000000001,147523,5.94,1193.07,98,0.19,28,97.53
SLS003292,AGT0053,2023-12,2,676.13,168924,0.4,50.28,15,0.32,14,80.73
SLS003293,AGT0053,2024-01,3,1611.02,76709,2.1,122.53,97,0.3,27,81.23
SLS003294,AGT0054,2019-01,0,0.0,196834,0.0,0.0,55,0.27,21,97.12
SLS003295,AGT0054,2019-02,0,0.0,83580,0.0,0.0,98,0.33,28,86.16
SLS003296,AGT0054,2019-03,0,0.0,84926,0.0,0.0,62,0.35,6,69.36
SLS003297,AGT0054,2019-04,0,0.0,171314,0.0,0.0,29,0.32,19,85.74
SLS003298,AGT0054,2019-05,0,0.0,125646,0.0,0.0,90,0.2,27,96.05
SLS003299,AGT0054,2019-06,0,0.0,101805,0.0,0.0,52,0.36,18,64.04
SLS003300,AGT0054,2019-07,0,0.0,78154,0.0,0.0,79,0.27,19,64.01
SLS003301,AGT0054,2019-08,0,0.0,125050,0.0,0.0,54,0.13,28,74.68
SLS003302,AGT0054,2019-09,0,0.0,143173,0.0,0.0,31,0.25,20,69.84
SLS003303,AGT0054,2019-10,0,0.0,78384,0.0,0.0,42,0.34,15,95.42
SLS003304,AGT0054,2019-11,0,0.0,156247,0.0,0.0,27,0.14,15,70.56
SLS003305,AGT0054,2019-12,0,0.0,151109,0.0,0.0,44,0.16,18,96.2
SLS003306,AGT0054,2020-01,0,0.0,117324,0.0,0.0,71,0.34,27,66.91
SLS003307,AGT0054,2020-02,0,0.0,114595,0.0,0.0,50,0.26,18,67.26
SLS003308,AGT0054,2020-03,0,0.0,143255,0.0,0.0,50,0.23,25,89.18
SLS003309,AGT0054,2020-04,0,0.0,83258,0.0,0.0,31,0.26,9,84.44
SLS003310,AGT0054,2020-05,3,787.65,177144,0.44,105.36,70,0.23,5,96.46
SLS003311,AGT0054,2020-06,1,1160.39,156113,0.74,172.21,45,0.19,19,72.99
SLS003312,AGT0054,2020-07,4,3111.11,169666,1.83,273.74,20,0.18,21,63.33
SLS003313,AGT0054,2020-08,4,18231.31,102256,17.83,2125.33,30,0.23,26,71.86
SLS003314,AGT0054,2020-09,1,90.0,63895,0.14,6.79,18,0.17,22,88.36
SLS003315,AGT0054,2020-10,1,10917.53,117149,9.32,1277.53,75,0.38,25,87.49
SLS003316,AGT0054,2020-11,3,13795.83,96071,14.36,766.94,14,0.34,23,64.77
SLS003317,AGT0054,2020-12,1,1066.59,95950,1.11,82.57,59,0.17,20,61.77
SLS003318,AGT0054,2021-01,3,1285.63,107067,1.2,66.4,57,0.39,20,62.42
SLS003319,AGT0054,2021-02,1,291.89,187308,0.16,19.84,25,0.4,26,96.29
SLS003320,AGT0054,2021-03,1,186.55,182400,0.1,14.84,62,0.25,8,99.13
SLS003321,AGT0054,2021-04,2,6876.93,80364,8.56,709.85,90,0.2,16,90.55
SLS003322,AGT0054,2021-05,3,11646.55,52887,22.02,687.88,18,0.27,18,69.04
SLS003323,AGT0054,2021-06,2,4220.93,78380,5.39,389.27,49,0.22,13,65.32
SLS003324,AGT0054,2021-07,2,2835.0299999999997,166811,1.7,294.29,48,0.35,27,95.04
SLS003325,AGT0054,2021-08,2,1785.88,118410,1.51,194.9,32,0.18,22,90.26
SLS003326,AGT0054,2021-09,0,0.0,116045,0.0,0.0,18,0.19,6,79.49
SLS003327,AGT0054,2021-10,2,2083.16,138659,1.5,167.48,88,0.13,14,86.6
SLS003328,AGT0054,2021-11,1,4159.57,145058,2.87,388.5,45,0.38,13,72.57
SLS003329,AGT0054,2021-12,0,0.0,81173,0.0,0.0,86,0.23,20,89.74
SLS003330,AGT0054,2022-01,1,2256.67,119825,1.88,152.63,43,0.27,5,72.26
SLS003331,AGT0054,2022-02,0,0.0,83674,0.0,0.0,98,0.21,23,95.17
SLS003332,AGT0054,2022-03,3,2655.2000000000003,164442,1.61,366.2,62,0.23,18,91.38
SLS003333,AGT0054,2022-04,1,294.2,91027,0.32,19.83,23,0.39,20,60.63
SLS003334,AGT0054,2022-05,1,408.54,120974,0.34,33.39,31,0.17,22,72.16
SLS003335,AGT0054,2022-06,1,2335.83,169224,1.38,252.96,61,0.18,19,85.51
SLS003336,AGT0054,2022-07,1,6713.92,70736,9.49,930.51,14,0.22,12,85.07
SLS003337,AGT0054,2022-08,1,185.25,139707,0.13,13.6,62,0.31,14,63.31
SLS003338,AGT0054,2022-09,1,479.94,181983,0.26,64.47,98,0.22,5,89.41
SLS003339,AGT0054,2022-10,0,0.0,190147,0.0,0.0,80,0.27,8,72.14
SLS003340,AGT0054,2022-11,2,8256.76,147836,5.59,1229.23,83,0.35,9,67.09
SLS003341,AGT0054,2022-12,0,0.0,190210,0.0,0.0,85,0.15,22,79.51
SLS003342,AGT0054,2023-01,2,3560.47,190544,1.87,400.25,15,0.11,25,78.71
